Category,Content
notes,"Havia seu preço, que se fazia sentir especialmente mais forte quando todos falavam de um assunto que eu ficava de fora, mas modéstia à parte, minhas ideias sempre foram mais legais de pensar!"
notes,"E fora desse mundo gigante da minha mente, onde tudo acontecia ao mesmo tempo que nada, era eu um garoto tímido e pouco falante."
notes,"Tinha vergonha dos adultos, não conversava em encontros de família, não sabia como me encaixar, não entendia as brincadeiras dos mais velhos."
notes,"Com o passar do tempo, cresceu a criança, e o mundo mostrou-lhe tão dura cobrança que, sem perceber, perdeu sua essência: sua luz, sua voz... sua eloquência."
notes,"Na rua, não mais se deixava falar com as pessoas, e o mundo parou de olhar tão à toa."
notes,"Cada vez mais fechou-se em seu próprio ser que, quando viu, quase pôs-se a morrer."
notes,"Sempre alegre e sorridente aos outros encantava, e assim prosseguia e o mundo girava, mas era ele tão ruim em fazer amigos que irou-se com Deus por tamanho castigo."
notes,"Foi então que veio a negra depressão, e ao fundo do poço mergulhou ele então."
notes,No abismo escuro chorava em mudo; tão pouco comeu que virou canudo.
notes,"Por um amor e muita culpa instalou-se a anomia, que o fazia ver-se com grande antipatia e, preso ao passado como mor-sandeu, vendeu sua alma: quase morreu."
notes,"Mas benditos foram os santos da terra, que lhe resgataram da medonha guerra e deram-lhe bases para melhorar; crescer, ouvir, viver, sossegar."
notes,"Nunca deixou de ser curioso, sempre falante, sempre teimoso, mas agora se viu."
notes,tomado pelo medo de errar e poucas são as vezes que se mete a arriscar.
notes,Já não sei mais o que é sonho ou realidade.
notes,Tudo que sei é que me sinto feliz.
notes,"Seja na praia, nas montanhas, no campo ou na cidade: Estar com você é tudo que eu sempre quis."
notes,Quero estar com você até o mundo acabar.
notes,Quero viajar continentes e países mil!
notes,"Ver filmes, ler livros, cantar e cozinhar."
notes,"Com você, me sinto importante como o rei do Brasil."
notes,Vamos construir uma casa e as paredes pintar.
notes,Com cores bonitas como as do olhar seu.
notes,Para a vizinhança encantada ficar.
notes,Como por ti fico encantado eu.
notes,E nas nossas viagens ao redor do mundo.
notes,Aprenderemos várias línguas sem nenhum problema.
notes,Quer uma prova?
notes,Então respire fundo: Foi com elas que te escrevi este pequeno poema.
notes,"Feliz seis meses, meu amor."
notes,Espero que essa seja só a primeira das nossa grandes comemorações.
notes,"chegou a tempo de ver a mãe descer a colher de pau na mão do mais novo, que tentava surrupiar um pedaço qualquer de peixe."
notes,"Ninguém comia antes da reza, e a reza só acontecia quando o pai chegasse em casa."
notes,"Ele, que era peixeiro em Olinda, cuidava da pequena plantação de coco quando iam ao sítio."
notes,"Dos oitenta hectares que tinham, vendiam uma parte e trocavam outra na vila."
notes,"às vezes trocavam por carne; outras, por legumes diferentes dos que costumavam comprar."
notes,"Também negociavam serviços com os locais, ou produtos como querosene para os candeeiros da casa."
notes,"Quando caía a noite, um candeeiro maior ficava iluminando a cozinha, ao lado de onde Alfredo choramingava com a mão entre as pernas."
notes,O cheiro do candeeiro era inconfundível.
notes,"O da cozinha, principalmente, que era de chama aberta, preenchia o ambiente com seu odor característico."
notes,"Não se podia deixar candeeiros como aquele muito próximos de paredes e tetos, ou a fumaça poderia enegrecer a superfície."
notes,Também era marcante as sombras dançantes que o candeeiro projetava contra a parede.
notes,"Quando acordava durante a noite e via no corredor a luz fraca e trêmula, Carlinhos não conseguia deixar de pensar nas lendas de Comadre Florzinha que contavam por ali."
notes,"Passava a noite com a garganta seca, mas não ia à cozinha no meio da noite de jeito maneira."
notes,"Era curioso como todo o medo parecia bobo durante as manhãs, tanto que Carlinhos sentiu vergonha enquanto pensava distraído na cozinha."
notes,"Alfredo anunciou afobado a chegada do pai, que mal havia cruzado a porta."
notes,"Vestia uma camisa de botão suada, e os cabelos estavam empatados pelo suor do chapéu."
notes,"Sentou-se à mesa, acompanhado dos dois filhos e da esposa, que aguardava de pé."
notes,"Ele conduziu a breve reza e, logo quando acabou, foi o primeiro a ser servido."
notes,"Não era homem de muita conversa, João Alfredo."
notes,Comia calado olhando fixo para o prato e saia da mesa tão cedo acabasse.
notes,"O filho mais novo levava o mesmo nome, mas era completamente diferente."
notes,"Tagarela, inventivo e risonho, brincava até quando estava sozinho na cabana do banheiro, que ficava fora da casa."
notes,Carlão não se conteve e começou a rir.
notes,"Sozinho em seu apartamento, lembrou um episódio de quando estavam no sítio alguns poucos anos depois."
notes,"Por essa época, tinha ele cerca de treze anos, e Alfredo, dez."
notes,O candeeiro que ficava no quarto era diferente daquele da cozinha.
notes,"Tinha um vidro que guardava a chama e, além de sem cheiro, também era menos violento na iluminação."
notes,"Seu brilho calmo embalava o sono de Carlinhos, que só acordava no dia seguinte quando não mais suportava o calor."
notes,"O irmão, por outro lado, não era assim."
notes,"Acordava à primeira luz do dia, energético e inventivo como sempre."
notes,"Tinham ido ao sítio com os pais e a tia Lindalva, nessa época."
notes,"Ela, que nunca havia casado, vivia com a prima Carmelita, naquela que se tornaria uma companhia a ser separada somente pela morte."
notes,"Mas Lindalva era rígida desde sempre, e contrastava de maneira assustadora com a calma de Carmelita para azar dos  meninos."
notes,Sempre impunha regras.
notes,Sempre reclamava.
notes,Sempre prezava pelas boas maneiras.
notes,Sempre era como era.
notes,Certo dia Alfredo acordou antes de todos e não se conteve com a beleza da natureza.
notes,"Viu os raios de sol banhando a grama, sentiu o cheiro da terra viva, ouviu o som dos burros comendo não muito longe."
notes,"Naquela manhã, decidiu banhar-se no rio que corria tranquilo por trás da casa."
notes,Era daquele rio que o pai pescava quase todos os dias o peixe que comeriam no almoço.
notes,"Sem geladeira para guardar as sobras, a comida precisava sempre ser fresca."
notes,"Alfredo, que adorava peixe cozido, vez por outra ia à pesca com o pai."
notes,"Sabia onde entrar, qual o melhor ponto para jogar o anzol, onde era raso ou fundo demais."
notes,"Naquela manhã, ele só queria mergulhar depois das pedras e refrescar-se com a água fria."
notes,"Tirou a roupa, deixou os chinelos ao lado da beirada, começou por molhar os pés e pouco a pouco permitiu que a água abraçasse seu corpo."
notes,"Deixou somente a cabeça para fora, olhando distraído animais que pastavam longe."
notes,"Naquela época, os rios ainda eram limpos."
notes,"Podia-se tomar banho, comer de seus peixes ou beber de sua água sem grandes preocupações."
notes,"Ele adorava aquela correnteza leve, o sol cintilando sobre a água, o som contínuo da calma singular."
notes,"Então a beleza pareceu levemente embaçada, e algo sentiu errado em seu paraíso natural."
notes,Não teve muito tempo para pensar antes que o chinelo atingisse em cheio sua cara.
notes,Sentiu a lateral da face arder.
notes,Ouviu um zunido no ouvido esquerdo.
notes,"Diante de seus olhos, a própria sandália era levada pela correnteza."
notes,"Ainda sem entender, voltou-se para a margem onde havia deixado suas coisas, e foi então que viu Lindalva, segurando o outro chinelo na mão enquanto perguntava aonde ele pensava que ia sem permissão."
notes,"Alfredo foi ao rio numa bela manhã ensolarada, mas voltou para casa debaixo de chuva de cacete."
notes,"Olho ao redor, e quem é que guenta?"
notes,Tão grande avareza com aval do Estado.
notes,Em silêncio o pão nos sendo roubado.
notes,Quatro reais e centavos setenta.
notes,Da exploração que o demo sustenta.
notes,Doente caçada fazem gordos lobos.
notes,"Diante do mundo, aos olhos de todos."
notes,Quatro reais e centavos setenta.
notes,"Já pedem greve, é um pandemônio."
notes,No inferno queima o povo inocente.
notes,O Cérbero cobra animal passagem.
notes,Mas pode o fazer ao demo demente.
notes,Que não se rebela contra tal chantagem.
notes,Do ódio do povo uma praga sustenta.
notes,Com as rimas duplas do raio que parta.
notes,Pois cá vem a trinca e meto-lhe a quarta.
notes,Quatro reais e centavos setenta.
notes,As vezes gosto de observar a noite cair sobre a cidade do alto de minha varanda.
notes,"Quando a brisa calma me toca a face e faz meus cabelos dançarem, observo distante como o mundo se desenrola ao meu redor."
notes,"à esquerda, vejo as luzes alaranjadas da parte mais antiga da cidade, e no brilho cansado das velhas lâmpadas, imagino toda a sua história e tradição."
notes,"à direita, inúmeros postes brancos de LED; produtos diretos do desenvolvimento urbano que se espalham e se instalam onde, há um século, candeeiros clareavam as ruas de barro."
notes,"Aos meus ouvidos, às vezes o vento traz uma sirene distante, e quando dou sorte, meu olhar cruza o caminho de um avião qualquer."
notes,Mas é no escuro das mais distantes ruas que meu pensamento finda em mirar.
notes,"No silêncio da noite, ecoa em cada esquina o canto invisível dos que têm fome na alma e medo no estômago."
notes,Quantas vezes não olham os céus em momentos de chuva questionando quando a bonança virá?
notes,"O fim, considerado pesadelo nas veia da sociedade torna-se, talvez, o sonho maior dos esquecidos."
notes,Gaivotas cortando os céus sobre antigas casas de estilo colonial.
notes,é assim que termina meu primeiro dia no Chile.
notes,"Em um hostel, escondido no topo de uma escadaria imprensada por dois mercados, escrevo as primeiras palavras da viagem mais diferente que já fiz."
notes,"As primeiras lições da jornada começaram a ficar claras antes mesmo de sair de casa; as roupas que planejei levar não couberam na bolsa, me obrigando a diminuir e colocar em mente a palavra do ano: priorizar."
notes,"Assim, fechei a mochila com o essencial e parti."
notes,"Passaporte, passagens, portões de embarque."
notes,De volta estamos no universo que tanto amo.
notes,"Pela primeira vez em toda a vida, vi neve!"
notes,"Mesmo que longe e intocável, lá estava ela, delicadamente salpicada no topo da Cordilheira dos Andes, e alguns quilômetros acima estava eu."
notes,Ainda mais que a neve: vi a Cordilheira com meus próprios olhos.
notes,Finalmente estive cara a cara com a estrutura que mostrou aos colonizadores a lição que até hoje parecem não entender: o homem não é maior que o mundo.
notes,E que mundo.
notes,"Tão grande e tão diverso que, em minha pequenez, subestimei o óbvio e comecei a pagar o preço de não ter ligado para a diferença linguística."
notes,"Entender os outros é difícil, e já mostrou que pode me deixar em apuros (porque eu quase fiquei, no aeroporto, sem saber como pegar o ônibus certo para sair de lá)."
notes,Santiago é uma cidade e tanto.
notes,"Paisagens marcantes como as do deserto de Vegas, infraestrutura digna de aprovação europeia e, bem pertinho, aglomerações e correrias como qualquer subúrbio da América do Sul."
notes,Uma cidade do futuro que não consegue largar os velhos vícios do subdesenvolvimento.
notes,Ou será que não?
notes,Ainda descobrirei.
notes,"De qualquer maneira, coexiste em Santiago uma dualidade, e em Valparaíso, a essência da alma antiga."
notes,"Mas amanhã descubro a fundo como isso é. à frente da cama, não muito longe dos nossos pés, uma fina camada de luz deita- se sobre o chão depois entrar pela janela."
notes,"O sol cá não é forte e impiedoso, como no resto da cidade; as árvores, que aqui existem aos montes, atenuam sua força, tornando-o numa companhia calma e acolhedora."
notes,"E é assim que entra em nosso quarto, delicado, manhoso, e começa a desfazer o frio noturno da floresta."
notes,"Imersos no sono, nós não percebemos nada disso."
notes,Mas como poderíamos?
notes,"Estamos ocupados demais dormindo de conchinha, encaixados na cama tão bem quanto o fazemos na vida."
notes,"Eventualmente, eu acordo."
notes,"Abro os olhos e me mexo um pouco, ao que você sente e desperta."
notes,Teus olhos abertos não duram muito: só o suficiente pra que eu te deite um beijo e lembre-te do quão especial és para mim.
notes,"Então levanto, visto uma roupa e começo aos poucos o dia da casa."
notes,"à cozinha vou, deixando as janelas abertas no meio do caminho, convidando o ar novo da floresta a entrar e caminhar pela casa."
notes,"No fogão, nos faço ovos e um cuscuz, e varro as folhas do terraço enquanto o deixo cozinhar lá dentro."
notes,"Volto ao quarto, então, e me sento na beira da cama."
notes,Meus olhos calmos te admiram enquanto lembram ao resto da alma do tanto que te amo.
notes,"Me pedem que chegue mais perto, eu me aproximo, e meus lábios se deitam em teu rosto num acolhedor beijo matinal."
notes,"Percebo que você desperta, mas se faz de difícil e finge ainda dormir."
notes,Eu dou um sorriso.
notes,"Pra lutar contra a tua manha, empenho todo o meu carinho, te cobrindo de beijinhos até você me abraçar."
notes,"Nossos olhos então se encontram, de maneira tão única e bela que nos segredam sentimentos lindos, impossíveis de serem ditos com palavras."
notes,"E assim sorrimos, completos, renovados, deixando escapar de nossos bobos lábios as primeiras palavras da manhã: Bom dia."
notes,"Com o olhar trêmulo, espio as luzes da rua pelo canto entreaberto da velha janela."
notes,O vento frio da noite amorta-se em meu rosto e sopra debil os negros fios do meu cabelo.
notes,"Não sei quanto tempo faz que estou aqui, mas meu olhar permanece cravado desde o primeiro instante em que o vi."
notes,"Sim, eu sei quem é. E é essa a razão pela qual não consigo parar de olhar."
notes,"E ele, entre risadas silenciosas de desprezo, de dentro da escuridão me observa também."
notes,"Quando as luzes se apagam, sinto sua respiração ofegante meu ouvido."
notes,"Quando fecho os olhos, ouço seus passos se aproximando atrás de mim."
notes,"E por mais que eu tente fugir, é apenas questão de tempo até seus esqueléticos dedos me encontrarem."
notes,O terror agora corre em minhas veias.
notes,Já ouvi mais histórias sobre sua chegada do que sou capaz de contar.
notes,"Alguns homens simplesmente aceitaram e, pelo que contam, sofreram menos."
notes,"Outros, e eu devo dizer que aí estão a maioria, não se conformaram e tiveram os piores fins."
notes,"Mas não há, em hipótese alguma, quem tenha conseguido escapar."
notes,"E agora, como em um pesadelo lúcido, chegou a minha vez."
notes,"Escuto, na calada da noite, os estalos macabros dos móveis de madeira."
notes,Sei que se aproxima.
notes,"No silêncio, o claquear do antigo relógio de pêndulo torna-se ensurdecedor."
notes,Meus pensamentos borbulham enlouquecidos nos cantos da mente.
notes,"Atrás da porta, ouço passos pesados se aproximando pelo corredor."
notes,A maçaneta range se abrindo.
notes,Sussurro uma prece à minha santidade.
notes,"Ele entra em meu quarto, iluminando o recinto com olhos vazios que emanam um brilho pálido, e no mais completo silêncio, eis que me estende a mão."
notes,"Olá, Futuro."
tutorial,"Neste universo, são poucas as certezas que realmente podemos ter."
tutorial,"Na verdade, há quem diga que só existem duas."
tutorial,A primeira é que um dia vamos todos morrer.
tutorial,"E a segunda é que, trabalhando com desenvolvimento de apps, alguma hora teremos que usar uma Collection View."
tutorial,Pra mim não foi diferente.
tutorial,"Aluno da Apple Developer Academy (UFPE), tive que fazer uma collection view logo no meu segundo projeto."
tutorial,"Mas havia aí um detalhe importante de se ressaltar: o projeto era um playground, e isso significava que eu não podia usar storyboard."
tutorial,"A princípio, nenhum problema — não fosse o fato de que 99,9% dos materiais disponíveis sobre o assunto usavam o maldito storyboard no processo."
tutorial,"E eu, que não sabia quase nada sobre código e nunca antes tinha feito isso, fiquei a ver navios."
tutorial,"Foi por essa razão que decidi compartilhar meu aprendizado, listando passo a passo como criar uma Collection View sem storyboard, apenas com código."
tutorial,"Se você não é o mestre dos magos da tecnologia, não se preocupe: este artigo foi pensado exatamente para você."
tutorial,"Está dividido em passos pequenos, para que você compreenda cada um deles."
tutorial,"Sem mais delongas, é hora de irmos ao que importa."
tutorial,Vamos juntos?
tutorial,P.S.
tutorial,": no final, todo o código estará disponível em formato de texto para que você possa ver na íntegra!"
tutorial,Passo 0: começaremos abrindo um arquivo novo de playground no Xcode.
tutorial,"A razão é simples: através do playground, podemos testar e identificar erros com muito mais facilidade."
tutorial,"Abra o Xcode, clique em playground, selecione a opção de arquivo vazio (blank) e configure-o para exibir sua tela da seguinte maneira: Passo 1: como fizeram os deuses quando criaram os dias e as noites, vamos criar uma variável para armazenar a nossa Collection View."
tutorial,"Este é um pequeno passo para você, mas um grande salto para o código."
tutorial,"Assim: Passo 2: a seguir, abriremos a tradicional loadView, e nela criaremos uma variável qualquer para receber as características do nosso layout."
tutorial,"O layout é a maneira como a Collection View (CV) organiza e exibe suas informações — em outras palavras, é a cara dela."
tutorial,"A princípio, isso parece contraintuitivo (como vamos criar um layout para uma CV que nem existe ainda?"
tutorial,"), mas já explico."
tutorial,"O que acontece é que, por padrão, as Collection Views já precisam ser inicializadas recebendo um layout como parâmetro."
tutorial,É por isso que criaremos ele desde já!
tutorial,"Existe um layout padrão, que é o mais comum e se chama UICollectionViewFlowLayout."
tutorial,"Usando ele, nossa CV terá uma cara bem comum (parecida com a galeria de fotos do IPhone), mas funcionará direitinho."
tutorial,Nossas modificações do código vão da linha 9 à 19.
tutorial,Perceba que ainda fizemos pequenas alterações a partir do layout padrão.
tutorial,"Nesse caso, mudamos as margens da CV (sectionInset) e o tamanho de cada item que será exibido (itemSize)."
tutorial,"Existem outros aspectos similares que podemos modificar, como o espaço mínimo entre os itens (minimumInteritemSpacing), o espaço mínimo entre as linhas (minimumLineSpacing) e similares."
tutorial,Você pode encontrar mais sobre isso nos tópicos da documentação da Apple.
tutorial,Passo 3: é hora de inicializar nossa Collection View!
tutorial,Passaremos como parâmetros o tamanho dela e seu layout.
tutorial,"Assim, nosso código ganhará a linha 19."
tutorial,"(Nesse ponto, talvez você se pergunte: qual a diferença do tamanho da CV para o tamanho do layout?"
tutorial,"Para entender, pense em uma fazenda com uma casa no meio."
tutorial,"Apesar da área da fazenda ser grande, a casa não precisa ocupar todo o seu terreno!"
tutorial,"Da mesma forma, os itens de CV, que serão exibidos dentro do layout, não precisam ocupar todo o espaço reservado para a CV)."
tutorial,"Voltando ao código, uma vez que a Collection View for inicializada e passar a existir, chegará a hora de desenharmos o esqueleto das células que a nossa CV irá criar."
tutorial,"Para isso, usamos a propriedade register, que recebe como parâmetros 1) a classe da célula que queremos criar e 2) uma string, que será o seu identificador."
tutorial,"Antes de prosseguir, precisamos falar um pouco sobre o register."
tutorial,É ele quem registra quais são os tipos de célula que teremos em nossa CV e como iremos nos referir a cada uma.
tutorial,É mais fácil compreender isso pensando em uma CV com diversos tipos de célula.
tutorial,Como a da imagem ao lado.
tutorial,Percebe que as células possuem tamanhos diferentes?
tutorial,"Cada uma pertence a um certo tipo, e talvez você queira atribuir características e funcionalidades diferentes a eles."
tutorial,Os identificadores servem para diferenciar quais tipos de célula receberão determinadas modificações.
tutorial,É através deles que nos referimos a células de um mesmo tipo ao longo do código.
tutorial,"No nosso código, teremos células de um único tipo, e eu chamarei células desse tal tipo de ""id""."
tutorial,"De volta ao nosso código, configuramos as células para serem da classe UICollectionViewCell."
tutorial,Essa é uma classe padrão de células que as permite exibir uma imagem.
tutorial,"Note que, além de configurar as células-padrão, também configuramos a background color e o dataSource."
tutorial,"Esse último elemento serve para dizer à CV de onde as informações que ela irá exibir serão extraídas (nesse caso, de exemploDeViewController)."
tutorial,"(Posteriormente, iremos adicionar um conjunto de informações que nos servirá de insumo, além de especificar quais dessas informações vamos exibir na CV, então não se preocupe, ok?)"
tutorial,"Terminamos a configuração da loadView como sempre, com view.addSubview para colar a CV na view padrão (linha 24)."
tutorial,"Passo 4: agora, iremos adicionar as informações que nos servirão de insumo."
tutorial,"Imagine, por exemplo, que estamos criando um aplicativo sobre cachorros."
tutorial,"Para isso, vou 1) criar uma classe para representar o cachorro e 2) um array com objetos desse tipo."
tutorial,Você pode encontrar as imagens que usei aqui :) Passo 5: chegou a grande hora!
tutorial,Vamos agora juntar todos os elementos e dar vida à nossa CV!
tutorial,"Isso é mais simples do que parece, especialmente porque usaremos um protocolo."
tutorial,"Vamos adicionar, a exemploDeViewController, o protocolo UICollectionViewDataSource."
tutorial,"Ele irá exigir de nós duas funções: uma querendo saber quantos itens nossa CV terá, e outra querendo saber o que cada célula irá exibir."
tutorial,"Assim que você adicionar o protocolo, o próprio Xcode solicitará as funções, que podem ser adicionadas com o fix da mensagem de erro!"
tutorial,"Para organizar o código de uma maneira mais lógica e fácil de entender, vou recortar o bloco marcado e cola-lo no fim do nosso view controller."
tutorial,"Passo 6: agora, diremos quantos elementos nossa CV terá!"
tutorial,"Isso é feito através da função numberOfItemsInSection, que nos permite definir quantos itens cada seção terá."
tutorial,As seções são como as divisões por mês na galeria de fotos: grandes agrupamentos que organizam os itens da CV de acordo com características em comum.
tutorial,"Os itens, por sua vez, são os elementos individuais que exibimos na Collection View, como as próprias fotos da galeria de fotos."
tutorial,"São esses itens individuais que, tecnicamente, chamamos de ""células"" :) Como só temos uma seção aqui, tudo tranquilo!"
tutorial,Daremos como número de itens a quantidade de objetos que estão dentro do array.
tutorial,"Passo 7: Chegamos na última e, talvez, mais importante etapa de todas."
tutorial,"Já temos a estrutura da CV, as informações que nos servirão de insumo e o esqueleto das células que vamos criar."
tutorial,Finalmente chegou a hora de preencher essas células com conteúdo!
tutorial,"Para isso, usaremos outro protocolo de Collection View, mas antes precisamos de uma breve explicação."
tutorial,Imagine que tenhamos 10.000 itens para exibir na CV.
tutorial,"Se continuássemos implementando o código normalmente, iríamos criar uma célula para cada um dos 10.000 itens, mesmo que nem todos eles coubessem na tela de uma só vez."
tutorial,"Isso nos traria um grande problema, porque usaria uma quantidade absurda de memória."
tutorial,"Para evitar que isso aconteça, podemos usar uma solução mais esperta: em vez de criar 10.000 células, criamos somente o necessário para preencher nossa tela, e damos a todas elas a capacidade de mudar seu conteúdo à medida que rolamos para baixo."
tutorial,"Com isso, exibimos tudo que queremos sem sobrecarregar a máquina!"
tutorial,"Essa solução deveras engenhosa pode ser aplicada com uma função chamada dequeueReusableCell, que recebe como parâmetro principal o identificador (lembra dele?)"
tutorial,das nossas células.
tutorial,"Com isso, todas as células que possuírem aquele identificador terão a capacidade de serem reutilizadas."
tutorial,"Nosso código ficará da seguinte forma: Acima, fizemos duas coisas."
tutorial,"Primeiro, permitimos que nossas células pudessem ser reutilizadas (linha 53)."
tutorial,"Em seguida, atribuímos uma imagem à nossa célula, usando a propriedade backgroundView, que recebeu como parâmetro os componentes imagemSIlhueta do array ""cachorros"" (linha 55)."
tutorial,E… Voilá!
tutorial,"Quando rodarmos o código, o resultado será este: Perceba que, como configuramos o layout da CV para que ele não ocupe toda a tela, ainda temos um pedaço da view inicial (que é verde) aparecendo."
tutorial,"Em resumo, os passos para criar uma collection view são:1."
tutorial,Configurar um layout2.
tutorial,"Inicializar uma CV com esse layout, registrar os tipos de célula que ela apresentará e definir de onde os dados virão com o data source3."
tutorial,Implementar o protocolo UICollectionViewDataSource e suas funções4.
tutorial,Configurar quantas células serão exibidas e o que cada célula exibirá Abaixo está o código completo que usei nesse exemplo.
tutorial,Você pode copia-lo para o XCode e testar por conta própria :) Já fazia algum tempo que eu era envolvido com impacto social.
tutorial,"Uma das razões que me motivaram a entrar na Apple Developer Academy, na verdade, havia sido descobrir como a tecnologia pode ser usada para melhorar a qualidade de vidas das pessoas que mais precisam (ou seja, da base da pirâmide)."
tutorial,"Um mês de Academy ainda não tinha me feito especialista em tecnologia, mas decerto me fez mais sonhador."
tutorial,"Imaginar as possibilidades do futuro, de como poderia direcionar meu conhecimento em programação para causar impacto social, para ajudar pessoas, me motivava muito!"
tutorial,"Foi por isso que decidi, em meu segundo projeto, trabalhar com o ODS 2: Fome Zero e Agricultura Sustentável."
tutorial,"A ideia era simples: criar um banco de alimentos que listasse o que não foi vendido a cada dia por restaurantes e supermercados, de tal maneira que pessoas em necessidade pudessem saber, ir até o local e adquirir os alimentos."
tutorial,"Em poucas palavras, eu queria criar um catálogo."
tutorial,E catálogos significam exibir coisas ordenadamente.
tutorial,"Considerando que ""exibir coisas ordenadamente"" é quase a definição de Collection View… Bem… A minha hora havia chegado."
tutorial,Criei uma collection view similar à do exemplo.
tutorial,"A diferença era que, na CV que fiz, as bordas eram arredondadas e havia um nome sobre cada imagem exibida."
tutorial,"Nesse caso, a ideia era que supermercados locais listariam quais os legumes disponíveis no dia, por exemplo, e eles apareceriam como itens da Collection View."
tutorial,"O esquema dentro do app é o mesmo para várias outras categorias: frutas, carnes, pratos de restaurantes e por aí vai."
tutorial,Você pode encontrar o código desse meu aplicativo aqui.
tutorial,"Enfim, terminamos!"
tutorial,Espero muito que o artigo tenha sido útil.
tutorial,"Apesar de parecerem complexas, Collection Views são elementos simples de implementar, e basta fazermos algumas poucas vezes para estarmos adaptados a elas."
tutorial,"E caso você queira conversar comigo ou saber mais sobre o que faço, podes me encontrar aqui."
tutorial,Have a nice day!
tutorial,"By Felipe Bandeira on April 30, 2020."
tutorial,"Canonical link Exported from Medium on October 4, 2023."
tale,Tingido de sangue fica o asfalto a cada movimento que o homem faz.
tale,O barulho da carne arranhando o concreto negro compõe a perfeita trilha sonora enquanto o resto de vida rasteja inutilmente.
tale,"Dobrando a esquina, não muito longe, está o homem contratado para ceifar a sua alma."
tale,"No fundo, o candidato a cadáver sabe que de nada adianta tentar fugir."
tale,A pouca luz que entra no pátio reflete no cano metálico da pistola.
tale,"Negra e fria como o sobretudo, a arma até parece harmoniosa quando segurada por aquele homem."
tale,"Alto, gordo, encasacado e de chapéu, o assassino parecia ter saído diretamente de algum filme de máfia italiana."
tale,HA!
tale,Que ironia!
tale,O maior contrabandista da cidade seria morto pelo homem que fazia a mesma coisa que ele 50 anos antes!
tale,Quem dera fosse um Al Capone ou um Luca Brasi a medonha coisa cada vez mais próxima… Sequer sabia o nome do homem.
tale,"A única coisa que viu foi o capuz na própria cabeça, as mãos atadas, a surra que levou e a inútil tentativa de escapar do galpão para o qual fora levado quando o homem se ausentou para pôr suas luvas."
tale,"Em outras palavras, apenas conheceu a desgraça nas últimas horas vividas…ou sobrevividas."
tale,"Mas agora, de nada adiantaria saber (ou não) disso."
tale,É uma questão de tempo até os funcionários do estacionamento vazio acharem o corpo na manhã seguinte.
tale,"E então, chega a hora."
tale,O demônio gigante agarra o homem que se rasteja e o vira sem a menor dificuldade.
tale,"Com o concreto úmido agora tocando suas costas, o contrabandista observa a sombra viva em pé à sua frente."
tale,O mafioso estende o braço e direciona a pistola para a cabeça do outro.
tale,Uma brisa gelada sopra de forma sombria.
tale,Um instante depois e naquele lugar haverá pedaços de cabeça espalhados pelo chão.
tale,… UM INSTANTE DEPOIS.
tale,…e naquele lugar haverá pedaços de cabeça espalhados pelo chão.
tale,"… Contrabandista:
 - não vai atirar?"
tale,"Assassino: 
- Perai, tem que esperar o instante."
tale,"Contrabandista: 
- Mas o instante já passou."
tale,"Assassino:
- Não passou, não."
tale,- Como você sabe?
tale,- O narrador disse que eu vou atirar depois do instante passar.
tale,"Se eu ainda não atirei, é porque não passou."
tale,- Mas primeiro ele passa pra depois você atirar.
tale,O instante já passou.
tale,Só falta você atirar.
tale,- Quando é um instante?
tale,- Agora.
tale,- Agora?
tale,"- Não, ali já passou."
tale,Mas agora.
tale,- Ah!
tale,Agora?!
tale,- Também passou.
tale,O instante é AGORA!
tale,- AGORA!
tale,"- Não…
- Porra!"
tale,O homem armado cansou de tentar.
tale,"O contrabandista, então, começou a explicar: - O instante é no presente, não no passado!"
tale,- Mas tudo é passado!
tale,"- Tudo é presente*
- Não, é passado."
tale,"Para que você viva algo, seu cérebro tem que processar a informação."
tale,"Tanto a luz que seus olhos captam quanto o som que seus ouvidos escutam demoram um tempo para chegar até você, e mais algum para serem processados."
tale,"Sendo assim, você nunca está vivendo o que está acontecendo, mas o que já aconteceu."
tale,"Como eu disse, é passado."
tale,"- Mas pra ser presente ou passado, tem que existir."
tale,"Pra existir, tem que ocupar algum espaço durante um tempo."
tale,"O tempo passado já passou, e o tempo futuro ainda vai passar."
tale,O tempo que tapa o buraco só existe no presente.
tale,"Se o tempo só existe no presente e precisamos do tempo pra existir, só existe presente."
tale,O assassino refletiu.
tale,- Pra existir tem que ocupar espaço?
tale,Mas e o pensamento?
tale,"- Bem…O pensamento ocupa o tempo…
- E o tempo?"
tale,Existe?
tale,- Talvez.
tale,O tempo é uma ideia do homem.
tale,Fomos nós que inventamos um jeito de o contar.
tale,"- OK. A forma de contar fomos nós que inventamos, mas se não houvesse alguém para inventar essa ideia, o tempo não iria existir?"
tale,- O tempo ia.
tale,"Mas o tempo que a gente conta, não."
tale,- E existe outro tempo?
tale,- Não sei.
tale,Você acha que existe?
tale,- Talvez.
tale,O que é existir?
tale,- Fodeu.
tale,"- Fode*
- Hã?"
tale,"- Ue, to dizendo o que você disse."
tale,"Se o tempo só existe no presente e não há passado nem futuro, não existe “fodeu”, só “fode”."
tale,"- Só me fode essa ideia, isso sim."
tale,"Mas já que estamos falando em foder, vamo foder logo tudo de uma vez."
tale,O que é instante?
tale,De volta ao zero.
tale,"- É uma forma de contar o tempo - disse o assassino
- Mas quanto mede um instante?"
tale,- Pouco.
